pixel_no,pixel_x,pixel_y,latitude,longitude,C12_imag_mean,C12_imag_sigma
1000,493,503,12.2033742917186,76.2050486956933,-846.6574,904.2931
1001,493,504,12.2032501304096,76.2050235395378,-1106.5148,849.73444
1002,493,505,12.2031259691005,76.2049983833823,-1068.4796,905.17596
1003,493,506,12.2030018077914,76.2049732272267,-1318.9778,1018.13873
1004,493,507,12.2028776464823,76.2049480710712,-1601.8574,1057.0068
1005,493,508,12.2027534851732,76.2049229149157,-1746.1111,814.1579
1006,493,509,12.2026293238641,76.2048977587602,-1340.9519,716.1978
1007,493,510,12.202505162555,76.2048726026047,-584.54626,792.87164
1008,493,511,12.202381001246,76.2048474464492,118.698166,912.4293
1009,493,512,12.2022568399369,76.2048222902936,619.45184,679.75
1010,493,513,12.2021326786278,76.2047971341381,476.26852,909.44403
1011,493,514,12.2020085173187,76.2047719779826,268.46942,987.8382
1012,493,515,NaN,NaN,NaN,NaN
1013,492,515,NaN,NaN,NaN,NaN
1014,491,515,NaN,NaN,NaN,NaN
1015,490,515,NaN,NaN,NaN,NaN
1016,489,515,NaN,NaN,NaN,NaN
1017,488,515,NaN,NaN,NaN,NaN
1018,487,515,NaN,NaN,NaN,NaN
1019,486,515,NaN,NaN,NaN,NaN
1020,485,515,NaN,NaN,NaN,NaN
1021,484,515,NaN,NaN,NaN,NaN
1022,483,515,NaN,NaN,NaN,NaN
1023,482,515,NaN,NaN,NaN,NaN
1024,481,515,NaN,NaN,NaN,NaN
1025,480,515,NaN,NaN,NaN,NaN
1026,479,515,NaN,NaN,NaN,NaN
1027,478,515,NaN,NaN,NaN,NaN
1028,477,515,NaN,NaN,NaN,NaN
1029,476,515,NaN,NaN,NaN,NaN
1030,475,515,NaN,NaN,NaN,NaN
1031,474,515,NaN,NaN,NaN,NaN
1032,473,515,NaN,NaN,NaN,NaN
1033,472,515,NaN,NaN,NaN,NaN
1034,471,515,NaN,NaN,NaN,NaN
1035,470,515,NaN,NaN,NaN,NaN
1036,469,515,NaN,NaN,NaN,NaN
1037,468,515,NaN,NaN,NaN,NaN
1038,467,515,NaN,NaN,NaN,NaN
1039,466,515,NaN,NaN,NaN,NaN
1040,465,515,NaN,NaN,NaN,NaN
1041,464,515,NaN,NaN,NaN,NaN
1042,463,515,NaN,NaN,NaN,NaN
1043,462,515,NaN,NaN,NaN,NaN
1044,461,515,NaN,NaN,NaN,NaN
1045,460,515,NaN,NaN,NaN,NaN
1046,459,515,NaN,NaN,NaN,NaN
1047,458,515,NaN,NaN,NaN,NaN
1048,457,515,NaN,NaN,NaN,NaN
1049,456,515,NaN,NaN,NaN,NaN
1050,455,515,NaN,NaN,NaN,NaN
1051,454,515,NaN,NaN,NaN,NaN
1052,453,515,NaN,NaN,NaN,NaN
1053,452,515,NaN,NaN,NaN,NaN
1054,451,515,NaN,NaN,NaN,NaN
1055,450,515,NaN,NaN,NaN,NaN
1056,449,515,NaN,NaN,NaN,NaN
1057,448,515,NaN,NaN,NaN,NaN
1058,447,515,NaN,NaN,NaN,NaN
1059,446,515,NaN,NaN,NaN,NaN
1060,445,515,NaN,NaN,NaN,NaN
1061,444,515,NaN,NaN,NaN,NaN
1062,443,515,NaN,NaN,NaN,NaN
1063,442,515,NaN,NaN,NaN,NaN
1064,441,515,NaN,NaN,NaN,NaN
1065,440,515,NaN,NaN,NaN,NaN
1066,439,515,NaN,NaN,NaN,NaN
1067,438,515,NaN,NaN,NaN,NaN
1068,437,515,NaN,NaN,NaN,NaN
1069,436,515,NaN,NaN,NaN,NaN
1070,435,515,NaN,NaN,NaN,NaN
1071,434,515,NaN,NaN,NaN,NaN
1072,433,515,NaN,NaN,NaN,NaN
1073,432,515,NaN,NaN,NaN,NaN
1074,431,515,NaN,NaN,NaN,NaN
1075,430,515,NaN,NaN,NaN,NaN
1076,429,515,NaN,NaN,NaN,NaN
1077,428,515,NaN,NaN,NaN,NaN
1078,427,515,NaN,NaN,NaN,NaN
1079,426,515,NaN,NaN,NaN,NaN
1080,425,515,NaN,NaN,NaN,NaN
1081,424,515,NaN,NaN,NaN,NaN
1082,423,515,NaN,NaN,NaN,NaN
1083,422,515,NaN,NaN,NaN,NaN
1084,421,515,NaN,NaN,NaN,NaN
1085,420,515,NaN,NaN,NaN,NaN
1086,419,515,NaN,NaN,NaN,NaN
1087,418,515,NaN,NaN,NaN,NaN
1088,417,515,NaN,NaN,NaN,NaN
1089,416,515,NaN,NaN,NaN,NaN
1090,415,515,NaN,NaN,NaN,NaN
1091,414,515,NaN,NaN,NaN,NaN
1092,413,515,NaN,NaN,NaN,NaN
1093,412,515,NaN,NaN,NaN,NaN
1094,411,515,NaN,NaN,NaN,NaN
1095,410,515,NaN,NaN,NaN,NaN
1096,409,515,NaN,NaN,NaN,NaN
1097,408,515,NaN,NaN,NaN,NaN
1098,407,515,NaN,NaN,NaN,NaN
1099,406,515,NaN,NaN,NaN,NaN
1100,405,515,NaN,NaN,NaN,NaN
1101,404,515,NaN,NaN,NaN,NaN
1102,403,515,NaN,NaN,NaN,NaN
1103,402,515,NaN,NaN,NaN,NaN
1104,401,515,NaN,NaN,NaN,NaN
1105,400,515,NaN,NaN,NaN,NaN
1106,399,515,NaN,NaN,NaN,NaN
1107,398,515,NaN,NaN,NaN,NaN
1108,397,515,NaN,NaN,NaN,NaN
1109,396,515,NaN,NaN,NaN,NaN
1110,395,515,NaN,NaN,NaN,NaN
1111,394,515,NaN,NaN,NaN,NaN
1112,393,515,NaN,NaN,NaN,NaN
1113,392,515,NaN,NaN,NaN,NaN
1114,391,515,NaN,NaN,NaN,NaN
1115,390,515,NaN,NaN,NaN,NaN
1116,389,515,NaN,NaN,NaN,NaN
1117,388,515,NaN,NaN,NaN,NaN
1118,387,515,NaN,NaN,NaN,NaN
1119,386,515,NaN,NaN,NaN,NaN
1120,385,515,NaN,NaN,NaN,NaN
1121,384,515,NaN,NaN,NaN,NaN
1122,383,515,NaN,NaN,NaN,NaN
1123,382,515,NaN,NaN,NaN,NaN
1124,381,515,NaN,NaN,NaN,NaN
1125,380,515,NaN,NaN,NaN,NaN
1126,379,515,NaN,NaN,NaN,NaN
1127,378,515,NaN,NaN,NaN,NaN
1128,377,515,NaN,NaN,NaN,NaN
1129,376,515,NaN,NaN,NaN,NaN
1130,375,515,NaN,NaN,NaN,NaN
1131,374,515,NaN,NaN,NaN,NaN
1132,373,515,NaN,NaN,NaN,NaN
1133,372,515,NaN,NaN,NaN,NaN
1134,371,515,NaN,NaN,NaN,NaN
1135,370,515,NaN,NaN,NaN,NaN
1136,369,515,NaN,NaN,NaN,NaN
1137,368,515,NaN,NaN,NaN,NaN
1138,367,515,NaN,NaN,NaN,NaN
1139,366,515,NaN,NaN,NaN,NaN
1140,365,515,NaN,NaN,NaN,NaN
1141,364,515,NaN,NaN,NaN,NaN
1142,363,515,NaN,NaN,NaN,NaN
1143,362,515,NaN,NaN,NaN,NaN
1144,361,515,NaN,NaN,NaN,NaN
1145,360,515,NaN,NaN,NaN,NaN
1146,359,515,NaN,NaN,NaN,NaN
1147,358,515,NaN,NaN,NaN,NaN
1148,357,515,NaN,NaN,NaN,NaN
1149,356,515,NaN,NaN,NaN,NaN
1150,355,515,NaN,NaN,NaN,NaN
1151,354,515,NaN,NaN,NaN,NaN
1152,353,515,NaN,NaN,NaN,NaN
1153,352,515,NaN,NaN,NaN,NaN
1154,351,515,NaN,NaN,NaN,NaN
1155,350,515,NaN,NaN,NaN,NaN
1156,349,515,NaN,NaN,NaN,NaN
1157,348,515,NaN,NaN,NaN,NaN
1158,347,515,NaN,NaN,NaN,NaN
1159,346,515,NaN,NaN,NaN,NaN
1160,345,515,NaN,NaN,NaN,NaN
1161,344,515,NaN,NaN,NaN,NaN
1162,343,515,NaN,NaN,NaN,NaN
1163,342,515,NaN,NaN,NaN,NaN
1164,341,515,NaN,NaN,NaN,NaN
1165,340,515,NaN,NaN,NaN,NaN
1166,339,515,NaN,NaN,NaN,NaN
1167,338,515,NaN,NaN,NaN,NaN
1168,337,515,NaN,NaN,NaN,NaN
1169,336,515,NaN,NaN,NaN,NaN
1170,335,515,NaN,NaN,NaN,NaN
1171,334,515,NaN,NaN,NaN,NaN
1172,333,515,NaN,NaN,NaN,NaN
1173,332,515,NaN,NaN,NaN,NaN
1174,331,515,NaN,NaN,NaN,NaN
1175,330,515,NaN,NaN,NaN,NaN
1176,329,515,NaN,NaN,NaN,NaN
1177,328,515,NaN,NaN,NaN,NaN
1178,327,515,NaN,NaN,NaN,NaN
1179,326,515,NaN,NaN,NaN,NaN
1180,325,515,NaN,NaN,NaN,NaN
1181,324,515,NaN,NaN,NaN,NaN
1182,323,515,NaN,NaN,NaN,NaN
1183,322,515,NaN,NaN,NaN,NaN
1184,321,515,NaN,NaN,NaN,NaN
1185,320,515,NaN,NaN,NaN,NaN
1186,319,515,NaN,NaN,NaN,NaN
1187,318,515,NaN,NaN,NaN,NaN
1188,317,515,NaN,NaN,NaN,NaN
1189,316,515,NaN,NaN,NaN,NaN
1190,315,515,NaN,NaN,NaN,NaN
1191,314,515,NaN,NaN,NaN,NaN
1192,313,515,NaN,NaN,NaN,NaN
1193,312,515,NaN,NaN,NaN,NaN
1194,311,515,NaN,NaN,NaN,NaN
1195,310,515,NaN,NaN,NaN,NaN
1196,309,515,NaN,NaN,NaN,NaN
1197,308,515,NaN,NaN,NaN,NaN
1198,307,515,NaN,NaN,NaN,NaN
1199,306,515,NaN,NaN,NaN,NaN
1200,305,515,NaN,NaN,NaN,NaN
1201,304,515,NaN,NaN,NaN,NaN
1202,303,515,NaN,NaN,NaN,NaN
1203,302,515,NaN,NaN,NaN,NaN
1204,301,515,NaN,NaN,NaN,NaN
1205,300,515,NaN,NaN,NaN,NaN
1206,299,515,NaN,NaN,NaN,NaN
1207,298,515,NaN,NaN,NaN,NaN
1208,297,515,NaN,NaN,NaN,NaN
1209,296,515,NaN,NaN,NaN,NaN
1210,295,515,NaN,NaN,NaN,NaN
1211,294,515,NaN,NaN,NaN,NaN
1212,293,515,NaN,NaN,NaN,NaN
1213,292,515,NaN,NaN,NaN,NaN
1214,291,515,NaN,NaN,NaN,NaN
1215,290,515,NaN,NaN,NaN,NaN
1216,289,515,NaN,NaN,NaN,NaN
1217,288,515,NaN,NaN,NaN,NaN
1218,287,515,NaN,NaN,NaN,NaN
1219,286,515,NaN,NaN,NaN,NaN
1220,285,515,NaN,NaN,NaN,NaN
1221,284,515,NaN,NaN,NaN,NaN
1222,283,515,NaN,NaN,NaN,NaN
1223,282,515,NaN,NaN,NaN,NaN
1224,281,515,NaN,NaN,NaN,NaN
1225,280,515,NaN,NaN,NaN,NaN
1226,279,515,NaN,NaN,NaN,NaN
1227,278,515,NaN,NaN,NaN,NaN
1228,277,515,NaN,NaN,NaN,NaN
1229,276,515,NaN,NaN,NaN,NaN
1230,275,515,NaN,NaN,NaN,NaN
1231,274,515,NaN,NaN,NaN,NaN
1232,273,515,NaN,NaN,NaN,NaN
1233,272,515,NaN,NaN,NaN,NaN
1234,271,515,NaN,NaN,NaN,NaN
1235,270,515,NaN,NaN,NaN,NaN
1236,269,515,NaN,NaN,NaN,NaN
1237,268,515,NaN,NaN,NaN,NaN
1238,267,515,NaN,NaN,NaN,NaN
1239,266,515,NaN,NaN,NaN,NaN
1240,265,515,NaN,NaN,NaN,NaN
1241,264,515,NaN,NaN,NaN,NaN
1242,263,515,NaN,NaN,NaN,NaN
1243,262,515,NaN,NaN,NaN,NaN
1244,261,515,NaN,NaN,NaN,NaN
1245,260,515,NaN,NaN,NaN,NaN
1246,259,515,NaN,NaN,NaN,NaN
1247,258,515,NaN,NaN,NaN,NaN
1248,257,515,NaN,NaN,NaN,NaN
1249,256,515,NaN,NaN,NaN,NaN
1250,255,515,NaN,NaN,NaN,NaN
1251,254,515,NaN,NaN,NaN,NaN
1252,253,515,NaN,NaN,NaN,NaN
1253,252,515,NaN,NaN,NaN,NaN
1254,251,515,NaN,NaN,NaN,NaN
1255,250,515,NaN,NaN,NaN,NaN
1256,249,515,NaN,NaN,NaN,NaN
1257,248,515,NaN,NaN,NaN,NaN
1258,247,515,NaN,NaN,NaN,NaN
1259,246,515,NaN,NaN,NaN,NaN
1260,245,515,NaN,NaN,NaN,NaN
1261,244,515,NaN,NaN,NaN,NaN
1262,243,515,NaN,NaN,NaN,NaN
1263,242,515,NaN,NaN,NaN,NaN
1264,241,515,NaN,NaN,NaN,NaN
1265,240,515,NaN,NaN,NaN,NaN
1266,239,515,NaN,NaN,NaN,NaN
1267,238,515,NaN,NaN,NaN,NaN
1268,237,515,NaN,NaN,NaN,NaN
1269,236,515,NaN,NaN,NaN,NaN
1270,235,515,NaN,NaN,NaN,NaN
1271,234,515,NaN,NaN,NaN,NaN
1272,233,515,NaN,NaN,NaN,NaN
1273,232,515,NaN,NaN,NaN,NaN
1274,231,515,NaN,NaN,NaN,NaN
1275,230,515,NaN,NaN,NaN,NaN
1276,229,515,NaN,NaN,NaN,NaN
1277,228,515,NaN,NaN,NaN,NaN
1278,227,515,NaN,NaN,NaN,NaN
1279,226,515,NaN,NaN,NaN,NaN
1280,225,515,NaN,NaN,NaN,NaN
1281,224,515,NaN,NaN,NaN,NaN
1282,223,515,NaN,NaN,NaN,NaN
1283,222,515,NaN,NaN,NaN,NaN
1284,221,515,NaN,NaN,NaN,NaN
1285,220,515,NaN,NaN,NaN,NaN
1286,219,515,NaN,NaN,NaN,NaN
1287,218,515,NaN,NaN,NaN,NaN
1288,217,515,NaN,NaN,NaN,NaN
1289,216,515,NaN,NaN,NaN,NaN
1290,215,515,NaN,NaN,NaN,NaN
1291,214,515,NaN,NaN,NaN,NaN
1292,213,515,NaN,NaN,NaN,NaN
1293,212,515,NaN,NaN,NaN,NaN
1294,211,515,NaN,NaN,NaN,NaN
1295,210,515,NaN,NaN,NaN,NaN
1296,209,515,NaN,NaN,NaN,NaN
1297,208,515,NaN,NaN,NaN,NaN
1298,207,515,NaN,NaN,NaN,NaN
1299,206,515,NaN,NaN,NaN,NaN
1300,205,515,NaN,NaN,NaN,NaN
1301,204,515,NaN,NaN,NaN,NaN
1302,203,515,NaN,NaN,NaN,NaN
1303,202,515,NaN,NaN,NaN,NaN
1304,201,515,NaN,NaN,NaN,NaN
1305,200,515,NaN,NaN,NaN,NaN
1306,199,515,NaN,NaN,NaN,NaN
1307,198,515,NaN,NaN,NaN,NaN
1308,197,515,NaN,NaN,NaN,NaN
1309,196,515,NaN,NaN,NaN,NaN
1310,195,515,NaN,NaN,NaN,NaN
1311,194,515,NaN,NaN,NaN,NaN
1312,193,515,NaN,NaN,NaN,NaN
1313,192,515,NaN,NaN,NaN,NaN
1314,191,515,NaN,NaN,NaN,NaN
1315,190,515,NaN,NaN,NaN,NaN
1316,189,515,NaN,NaN,NaN,NaN
1317,188,515,NaN,NaN,NaN,NaN
1318,187,515,NaN,NaN,NaN,NaN
1319,186,515,NaN,NaN,NaN,NaN
1320,185,515,NaN,NaN,NaN,NaN
1321,184,515,NaN,NaN,NaN,NaN
1322,183,515,NaN,NaN,NaN,NaN
1323,182,515,NaN,NaN,NaN,NaN
1324,181,515,NaN,NaN,NaN,NaN
1325,180,515,NaN,NaN,NaN,NaN
1326,179,515,NaN,NaN,NaN,NaN
1327,178,515,NaN,NaN,NaN,NaN
1328,177,515,NaN,NaN,NaN,NaN
1329,176,515,NaN,NaN,NaN,NaN
1330,175,515,NaN,NaN,NaN,NaN
1331,174,515,NaN,NaN,NaN,NaN
1332,173,515,NaN,NaN,NaN,NaN
1333,172,515,NaN,NaN,NaN,NaN
1334,171,515,NaN,NaN,NaN,NaN
1335,170,515,NaN,NaN,NaN,NaN
1336,169,515,NaN,NaN,NaN,NaN
1337,168,515,NaN,NaN,NaN,NaN
1338,167,515,NaN,NaN,NaN,NaN
1339,166,515,NaN,NaN,NaN,NaN
1340,165,515,NaN,NaN,NaN,NaN
1341,164,515,NaN,NaN,NaN,NaN
1342,163,515,NaN,NaN,NaN,NaN
1343,162,515,NaN,NaN,NaN,NaN
1344,161,515,NaN,NaN,NaN,NaN
1345,160,515,NaN,NaN,NaN,NaN
1346,159,515,NaN,NaN,NaN,NaN
1347,158,515,NaN,NaN,NaN,NaN
1348,157,515,NaN,NaN,NaN,NaN
1349,156,515,NaN,NaN,NaN,NaN
1350,155,515,NaN,NaN,NaN,NaN
1351,154,515,NaN,NaN,NaN,NaN
1352,153,515,NaN,NaN,NaN,NaN
1353,152,515,NaN,NaN,NaN,NaN
1354,151,515,NaN,NaN,NaN,NaN
1355,150,515,NaN,NaN,NaN,NaN
1356,149,515,NaN,NaN,NaN,NaN
1357,148,515,NaN,NaN,NaN,NaN
1358,147,515,NaN,NaN,NaN,NaN
1359,146,515,NaN,NaN,NaN,NaN
1360,145,515,NaN,NaN,NaN,NaN
1361,144,515,NaN,NaN,NaN,NaN
1362,143,515,NaN,NaN,NaN,NaN
1363,142,515,NaN,NaN,NaN,NaN
1364,141,515,NaN,NaN,NaN,NaN
1365,140,515,NaN,NaN,NaN,NaN
1366,139,515,NaN,NaN,NaN,NaN
1367,138,515,NaN,NaN,NaN,NaN
1368,137,515,NaN,NaN,NaN,NaN
1369,136,515,NaN,NaN,NaN,NaN
1370,135,515,NaN,NaN,NaN,NaN
1371,134,515,NaN,NaN,NaN,NaN
1372,133,515,NaN,NaN,NaN,NaN
1373,132,515,NaN,NaN,NaN,NaN
1374,131,515,NaN,NaN,NaN,NaN
1375,130,515,NaN,NaN,NaN,NaN
1376,129,515,NaN,NaN,NaN,NaN
1377,128,515,NaN,NaN,NaN,NaN
1378,127,515,NaN,NaN,NaN,NaN
1379,126,515,NaN,NaN,NaN,NaN
1380,125,515,NaN,NaN,NaN,NaN
1381,124,515,NaN,NaN,NaN,NaN
1382,123,515,NaN,NaN,NaN,NaN
1383,122,515,NaN,NaN,NaN,NaN
1384,121,515,NaN,NaN,NaN,NaN
1385,120,515,NaN,NaN,NaN,NaN
1386,119,515,NaN,NaN,NaN,NaN
1387,118,515,NaN,NaN,NaN,NaN
1388,117,515,NaN,NaN,NaN,NaN
1389,116,515,NaN,NaN,NaN,NaN
1390,115,515,NaN,NaN,NaN,NaN
1391,114,515,NaN,NaN,NaN,NaN
1392,113,515,NaN,NaN,NaN,NaN
1393,112,515,NaN,NaN,NaN,NaN
1394,111,515,NaN,NaN,NaN,NaN
1395,110,515,NaN,NaN,NaN,NaN
1396,109,515,NaN,NaN,NaN,NaN
1397,108,515,NaN,NaN,NaN,NaN
1398,107,515,NaN,NaN,NaN,NaN
1399,106,515,NaN,NaN,NaN,NaN
1400,105,515,NaN,NaN,NaN,NaN
1401,104,515,NaN,NaN,NaN,NaN
1402,103,515,NaN,NaN,NaN,NaN
1403,102,515,NaN,NaN,NaN,NaN
1404,101,515,NaN,NaN,NaN,NaN
1405,100,515,NaN,NaN,NaN,NaN
1406,99,515,NaN,NaN,NaN,NaN
1407,98,515,NaN,NaN,NaN,NaN
1408,97,515,NaN,NaN,NaN,NaN
1409,96,515,NaN,NaN,NaN,NaN
1410,95,515,NaN,NaN,NaN,NaN
1411,94,515,NaN,NaN,NaN,NaN
1412,93,515,NaN,NaN,NaN,NaN
1413,92,515,NaN,NaN,NaN,NaN
1414,91,515,NaN,NaN,NaN,NaN
1415,90,515,NaN,NaN,NaN,NaN
1416,89,515,NaN,NaN,NaN,NaN
1417,88,515,NaN,NaN,NaN,NaN
1418,87,515,NaN,NaN,NaN,NaN
1419,86,515,NaN,NaN,NaN,NaN
1420,85,515,NaN,NaN,NaN,NaN
1421,84,515,NaN,NaN,NaN,NaN
1422,83,515,NaN,NaN,NaN,NaN
1423,82,515,NaN,NaN,NaN,NaN
1424,81,515,NaN,NaN,NaN,NaN
1425,80,515,NaN,NaN,NaN,NaN
1426,79,515,NaN,NaN,NaN,NaN
1427,78,515,NaN,NaN,NaN,NaN
1428,77,515,NaN,NaN,NaN,NaN
1429,76,515,NaN,NaN,NaN,NaN
1430,75,515,NaN,NaN,NaN,NaN
1431,74,515,NaN,NaN,NaN,NaN
1432,73,515,NaN,NaN,NaN,NaN
1433,72,515,NaN,NaN,NaN,NaN
1434,71,515,NaN,NaN,NaN,NaN
1435,70,515,NaN,NaN,NaN,NaN
1436,69,515,NaN,NaN,NaN,NaN
1437,68,515,NaN,NaN,NaN,NaN
1438,67,515,NaN,NaN,NaN,NaN
1439,66,515,NaN,NaN,NaN,NaN
1440,65,515,NaN,NaN,NaN,NaN
1441,64,515,NaN,NaN,NaN,NaN
1442,63,515,NaN,NaN,NaN,NaN
1443,62,515,NaN,NaN,NaN,NaN
1444,61,515,NaN,NaN,NaN,NaN
1445,60,515,NaN,NaN,NaN,NaN
1446,59,515,NaN,NaN,NaN,NaN
1447,58,515,NaN,NaN,NaN,NaN
1448,57,515,NaN,NaN,NaN,NaN
1449,56,515,NaN,NaN,NaN,NaN
1450,55,515,NaN,NaN,NaN,NaN
1451,54,515,NaN,NaN,NaN,NaN
1452,53,515,NaN,NaN,NaN,NaN
1453,52,515,NaN,NaN,NaN,NaN
1454,51,515,NaN,NaN,NaN,NaN
1455,50,515,NaN,NaN,NaN,NaN
1456,49,515,NaN,NaN,NaN,NaN
1457,48,515,NaN,NaN,NaN,NaN
1458,47,515,NaN,NaN,NaN,NaN
1459,46,515,NaN,NaN,NaN,NaN
1460,45,515,NaN,NaN,NaN,NaN
1461,44,515,NaN,NaN,NaN,NaN
1462,43,515,NaN,NaN,NaN,NaN
1463,42,515,NaN,NaN,NaN,NaN
1464,41,515,NaN,NaN,NaN,NaN
1465,40,515,NaN,NaN,NaN,NaN
1466,39,515,NaN,NaN,NaN,NaN
1467,38,515,NaN,NaN,NaN,NaN
1468,37,515,NaN,NaN,NaN,NaN
1469,36,515,NaN,NaN,NaN,NaN
1470,35,515,NaN,NaN,NaN,NaN
1471,34,515,NaN,NaN,NaN,NaN
1472,33,515,NaN,NaN,NaN,NaN
1473,32,515,NaN,NaN,NaN,NaN
1474,31,515,NaN,NaN,NaN,NaN
1475,30,515,NaN,NaN,NaN,NaN
1476,29,515,NaN,NaN,NaN,NaN
1477,28,515,NaN,NaN,NaN,NaN
1478,27,515,NaN,NaN,NaN,NaN
1479,26,515,NaN,NaN,NaN,NaN
1480,25,515,NaN,NaN,NaN,NaN
1481,24,515,NaN,NaN,NaN,NaN
1482,23,515,NaN,NaN,NaN,NaN
1483,22,515,NaN,NaN,NaN,NaN
1484,21,515,NaN,NaN,NaN,NaN
1485,20,515,NaN,NaN,NaN,NaN
1486,19,515,NaN,NaN,NaN,NaN
1487,18,515,NaN,NaN,NaN,NaN
1488,17,515,NaN,NaN,NaN,NaN
1489,16,515,NaN,NaN,NaN,NaN
1490,15,515,NaN,NaN,NaN,NaN
1491,14,515,NaN,NaN,NaN,NaN
1492,13,515,NaN,NaN,NaN,NaN
1493,12,515,NaN,NaN,NaN,NaN
1494,11,515,NaN,NaN,NaN,NaN
1495,10,515,NaN,NaN,NaN,NaN
1496,9,515,NaN,NaN,NaN,NaN
1497,8,515,NaN,NaN,NaN,NaN
1498,7,515,NaN,NaN,NaN,NaN
1499,6,515,NaN,NaN,NaN,NaN
1500,5,515,NaN,NaN,NaN,NaN
1501,4,515,NaN,NaN,NaN,NaN
1502,3,515,NaN,NaN,NaN,NaN
1503,2,515,NaN,NaN,NaN,NaN
1504,1,515,NaN,NaN,NaN,NaN
1505,0,515,NaN,NaN,NaN,NaN
1506,-1,515,NaN,NaN,NaN,NaN
1507,-1,514,NaN,NaN,NaN,NaN
1508,-1,513,NaN,NaN,NaN,NaN
1509,-1,512,NaN,NaN,NaN,NaN
1510,-1,511,NaN,NaN,NaN,NaN
1511,-1,510,NaN,NaN,NaN,NaN
1512,-1,509,NaN,NaN,NaN,NaN
1513,-1,508,NaN,NaN,NaN,NaN
1514,-1,507,NaN,NaN,NaN,NaN
1515,-1,506,NaN,NaN,NaN,NaN
1516,-1,505,NaN,NaN,NaN,NaN
1517,-1,504,NaN,NaN,NaN,NaN
1518,-1,503,NaN,NaN,NaN,NaN
1519,-1,502,NaN,NaN,NaN,NaN
1520,-1,501,NaN,NaN,NaN,NaN
1521,-1,500,NaN,NaN,NaN,NaN
1522,-1,499,NaN,NaN,NaN,NaN
1523,-1,498,NaN,NaN,NaN,NaN
1524,-1,497,NaN,NaN,NaN,NaN
1525,-1,496,NaN,NaN,NaN,NaN
1526,-1,495,NaN,NaN,NaN,NaN
1527,-1,494,NaN,NaN,NaN,NaN
1528,-1,493,NaN,NaN,NaN,NaN
1529,-1,492,NaN,NaN,NaN,NaN
1530,-1,491,NaN,NaN,NaN,NaN
1531,-1,490,NaN,NaN,NaN,NaN
1532,-1,489,NaN,NaN,NaN,NaN
1533,-1,488,NaN,NaN,NaN,NaN
1534,-1,487,NaN,NaN,NaN,NaN
1535,-1,486,NaN,NaN,NaN,NaN
1536,-1,485,NaN,NaN,NaN,NaN
1537,-1,484,NaN,NaN,NaN,NaN
1538,-1,483,NaN,NaN,NaN,NaN
1539,-1,482,NaN,NaN,NaN,NaN
1540,-1,481,NaN,NaN,NaN,NaN
1541,-1,480,NaN,NaN,NaN,NaN
1542,-1,479,NaN,NaN,NaN,NaN
1543,-1,478,NaN,NaN,NaN,NaN
1544,-1,477,NaN,NaN,NaN,NaN
1545,-1,476,NaN,NaN,NaN,NaN
1546,-1,475,NaN,NaN,NaN,NaN
1547,-1,474,NaN,NaN,NaN,NaN
1548,-1,473,NaN,NaN,NaN,NaN
1549,-1,472,NaN,NaN,NaN,NaN
1550,-1,471,NaN,NaN,NaN,NaN
1551,-1,470,NaN,NaN,NaN,NaN
1552,-1,469,NaN,NaN,NaN,NaN
1553,-1,468,NaN,NaN,NaN,NaN
1554,-1,467,NaN,NaN,NaN,NaN
1555,-1,466,NaN,NaN,NaN,NaN
1556,-1,465,NaN,NaN,NaN,NaN
1557,-1,464,NaN,NaN,NaN,NaN
1558,-1,463,NaN,NaN,NaN,NaN
1559,-1,462,NaN,NaN,NaN,NaN
1560,-1,461,NaN,NaN,NaN,NaN
1561,-1,460,NaN,NaN,NaN,NaN
1562,-1,459,NaN,NaN,NaN,NaN
1563,-1,458,NaN,NaN,NaN,NaN
1564,-1,457,NaN,NaN,NaN,NaN
1565,-1,456,NaN,NaN,NaN,NaN
1566,-1,455,NaN,NaN,NaN,NaN
1567,-1,454,NaN,NaN,NaN,NaN
1568,-1,453,NaN,NaN,NaN,NaN
1569,-1,452,NaN,NaN,NaN,NaN
1570,-1,451,NaN,NaN,NaN,NaN
1571,-1,450,NaN,NaN,NaN,NaN
1572,-1,449,NaN,NaN,NaN,NaN
1573,-1,448,NaN,NaN,NaN,NaN
1574,-1,447,NaN,NaN,NaN,NaN
1575,-1,446,NaN,NaN,NaN,NaN
1576,-1,445,NaN,NaN,NaN,NaN
1577,-1,444,NaN,NaN,NaN,NaN
1578,-1,443,NaN,NaN,NaN,NaN
1579,-1,442,NaN,NaN,NaN,NaN
1580,-1,441,NaN,NaN,NaN,NaN
1581,-1,440,NaN,NaN,NaN,NaN
1582,-1,439,NaN,NaN,NaN,NaN
1583,-1,438,NaN,NaN,NaN,NaN
1584,-1,437,NaN,NaN,NaN,NaN
1585,-1,436,NaN,NaN,NaN,NaN
1586,-1,435,NaN,NaN,NaN,NaN
1587,-1,434,NaN,NaN,NaN,NaN
1588,-1,433,NaN,NaN,NaN,NaN
1589,-1,432,NaN,NaN,NaN,NaN
1590,-1,431,NaN,NaN,NaN,NaN
1591,-1,430,NaN,NaN,NaN,NaN
1592,-1,429,NaN,NaN,NaN,NaN
1593,-1,428,NaN,NaN,NaN,NaN
1594,-1,427,NaN,NaN,NaN,NaN
1595,-1,426,NaN,NaN,NaN,NaN
1596,-1,425,NaN,NaN,NaN,NaN
